Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.5570        -2291.695    -2306.720       15.025   301.9
0.5580        -2291.807    -2306.678       14.871   298.8
0.5590        -2291.706    -2306.634       14.928   300.0
0.5600        -2291.697    -2306.603       14.905   299.5
0.5610        -2291.494    -2306.579       15.085   303.1
0.5620        -2291.745    -2306.563       14.818   297.8
0.5630        -2291.855    -2306.553       14.698   295.3
0.5640        -2291.929    -2306.552       14.624   293.9
0.5650        -2291.940    -2306.569       14.629   294.0
0.5660        -2291.936    -2306.601       14.665   294.7
0.5670        -2292.011    -2306.658       14.647   294.3
0.5680        -2291.906    -2306.742       14.836   298.1
0.5690        -2291.611    -2306.847       15.236   306.2
0.5700        -2291.572    -2306.945       15.373   308.9
0.5710        -2291.557    -2307.042       15.485   311.2
0.5720        -2291.534    -2307.141       15.607   313.6
0.5730        -2291.650    -2307.234       15.584   313.2
0.5740        -2291.655    -2307.316       15.661   314.7
0.5750        -2291.475    -2307.383       15.908   319.7
0.5760        -2291.342    -2307.434       16.092   323.4
0.5770        -2291.470    -2307.460       15.990   321.3
0.5780        -2291.535    -2307.457       15.922   319.9
0.5790        -2291.449    -2307.425       15.976   321.0
0.5800        -2291.528    -2307.367       15.839   318.3
0.5810        -2291.450    -2307.296       15.846   318.4
0.5820        -2291.363    -2307.216       15.853   318.5
0.5830        -2291.293    -2307.128       15.836   318.2
0.5840        -2291.489    -2307.037       15.548   312.4
0.5850        -2291.611    -2306.937       15.326   308.0
0.5860        -2291.905    -2306.846       14.941   300.2
0.5870        -2291.853    -2306.757       14.904   299.5
0.5880        -2291.981    -2306.672       14.692   295.2
0.5890        -2291.925    -2306.605       14.679   295.0
0.5900        -2291.908    -2306.554       14.646   294.3
0.5910        -2291.794    -2306.520       14.726   295.9
0.5920        -2291.966    -2306.507       14.541   292.2
0.5930        -2292.090    -2306.532       14.442   290.2
0.5940        -2292.199    -2306.591       14.391   289.2
0.5950        -2292.046    -2306.665       14.620   293.8
0.5960        -2291.975    -2306.768       14.793   297.3
0.5970        -2292.028    -2306.880       14.852   298.4
0.5980        -2292.167    -2306.996       14.829   298.0
0.5990        -2292.042    -2307.111       15.069   302.8
0.6000        -2291.826    -2307.231       15.405   309.6
0.6010        -2291.733    -2307.360       15.627   314.0
0.6020        -2291.802    -2307.487       15.686   315.2
0.6030        -2291.898    -2307.617       15.719   315.9
0.6040        -2291.919    -2307.754       15.835   318.2
0.6050        -2291.807    -2307.885       16.078   323.1
0.6060        -2291.930    -2308.008       16.078   323.1
0.6070        -2292.037    -2308.103       16.066   322.8
0.6080        -2292.300    -2308.170       15.869   318.9
0.6090        -2292.376    -2308.210       15.834   318.2
0.6100        -2292.640    -2308.226       15.586   313.2
0.6110        -2292.694    -2308.219       15.525   312.0
0.6120        -2292.556    -2308.189       15.632   314.1
0.6130        -2292.398    -2308.151       15.753   316.5
0.6140        -2292.475    -2308.119       15.643   314.3
0.6150        -2292.434    -2308.086       15.652   314.5
0.6160        -2292.265    -2308.043       15.778   317.0
0.6170        -2292.326    -2308.002       15.677   315.0
0.6180        -2292.382    -2307.966       15.584   313.2
0.6190        -2292.285    -2307.934       15.649   314.5
0.6200        -2292.077    -2307.900       15.823   318.0
0.6210        -2292.050    -2307.876       15.827   318.0
0.6220        -2292.286    -2307.852       15.566   312.8
0.6230        -2292.421    -2307.832       15.411   309.7
0.6240        -2292.396    -2307.833       15.437   310.2
0.6250        -2292.474    -2307.847       15.374   308.9
0.6260        -2292.561    -2307.864       15.302   307.5
0.6270        -2292.617    -2307.884       15.267   306.8
0.6280        -2292.695    -2307.901       15.205   305.5
0.6290        -2292.733    -2307.918       15.185   305.1
0.6300        -2292.737    -2307.927       15.190   305.2
0.6310        -2292.813    -2307.937       15.124   303.9
0.6320        -2292.866    -2307.936       15.070   302.8
0.6330        -2292.939    -2307.922       14.984   301.1
0.6340        -2292.946    -2307.905       14.959   300.6
0.6350        -2292.952    -2307.885       14.933   300.1
0.6360        -2292.838    -2307.861       15.023   301.9
0.6370        -2292.859    -2307.835       14.976   300.9
0.6380        -2292.928    -2307.815       14.888   299.2
0.6390        -2292.870    -2307.784       14.914   299.7
0.6400        -2292.767    -2307.731       14.964   300.7
0.6410        -2292.645    -2307.666       15.021   301.8
0.6420        -2292.799    -2307.599       14.800   297.4
0.6430        -2292.917    -2307.535       14.618   293.7
0.6440        -2293.192    -2307.465       14.273   286.8
0.6450        -2293.149    -2307.411       14.262   286.6
0.6460        -2293.204    -2307.370       14.166   284.7
0.6470        -2292.941    -2307.342       14.401   289.4
0.6480        -2293.040    -2307.318       14.278   286.9
0.6490        -2292.980    -2307.285       14.305   287.4
0.6500        -2293.067    -2307.248       14.181   285.0
0.6510        -2293.097    -2307.214       14.117   283.7
0.6520        -2292.996    -2307.177       14.181   285.0
0.6530        -2293.021    -2307.139       14.118   283.7
0.6540        -2293.085    -2307.102       14.017   281.7
0.6550        -2292.996    -2307.074       14.078   282.9
0.6560        -2292.988    -2307.051       14.063   282.6
0.6570        -2292.885    -2307.035       14.150   284.3
0.6580        -2292.707    -2307.029       14.321   287.8
0.6590        -2292.855    -2307.020       14.165   284.6
0.6600        -2292.688    -2307.010       14.322   287.8
0.6610        -2292.564    -2307.012       14.448   290.3
0.6620        -2292.529    -2307.018       14.490   291.2
0.6630        -2292.336    -2307.024       14.688   295.2
0.6640        -2292.526    -2307.013       14.487   291.1
0.6650        -2292.529    -2307.001       14.472   290.8
0.6660        -2292.483    -2306.987       14.504   291.4
0.6670        -2292.330    -2306.984       14.654   294.5
0.6680        -2292.475    -2306.979       14.504   291.5
0.6690        -2292.336    -2306.972       14.636   294.1
0.6700        -2292.361    -2306.948       14.586   293.1
0.6710        -2292.369    -2306.910       14.541   292.2
0.6720        -2292.272    -2306.873       14.601   293.4
0.6730        -2292.134    -2306.844       14.710   295.6
0.6740        -2292.121    -2306.826       14.705   295.5
0.6750        -2292.003    -2306.816       14.814   297.7
0.6760        -2292.132    -2306.803       14.671   294.8
0.6770        -2291.997    -2306.790       14.792   297.2
0.6780        -2291.935    -2306.780       14.845   298.3
0.6790        -2292.239    -2306.761       14.522   291.8
0.6800        -2292.299    -2306.745       14.447   290.3
0.6810        -2292.319    -2306.729       14.410   289.6
0.6820        -2292.318    -2306.710       14.392   289.2
0.6830        -2292.291    -2306.685       14.394   289.2
0.6840        -2292.268    -2306.665       14.397   289.3
0.6850        -2292.044    -2306.666       14.623   293.8
0.6860        -2292.091    -2306.679       14.588   293.1
0.6870        -2291.975    -2306.695       14.720   295.8
0.6880        -2291.890    -2306.714       14.824   297.9
0.6890        -2292.026    -2306.727       14.701   295.4
0.6900        -2292.154    -2306.728       14.574   292.8
0.6910        -2292.035    -2306.724       14.689   295.2
0.6920        -2291.959    -2306.704       14.745   296.3
0.6930        -2291.927    -2306.671       14.744   296.3
0.6940        -2291.977    -2306.621       14.644   294.3
0.6950        -2291.907    -2306.557       14.649   294.4
0.6960        -2291.902    -2306.485       14.583   293.0
0.6970        -2291.988    -2306.424       14.435   290.1
0.6980        -2291.858    -2306.354       14.495   291.3
0.6990        -2291.826    -2306.301       14.475   290.9
0.7000        -2291.784    -2306.265       14.482   291.0
0.7010        -2291.731    -2306.233       14.501   291.4
0.7020        -2291.585    -2306.219       14.634   294.1
0.7030        -2291.642    -2306.221       14.579   293.0
0.7040        -2291.502    -2306.235       14.733   296.0
0.7050        -2291.276    -2306.269       14.993   301.3
0.7060        -2291.208    -2306.316       15.108   303.6
0.7070        -2291.211    -2306.373       15.161   304.7
0.7080        -2291.067    -2306.453       15.386   309.2
0.7090        -2291.176    -2306.555       15.380   309.0
0.7100        -2291.313    -2306.669       15.355   308.6
0.7110        -2291.252    -2306.791       15.539   312.2
0.7120        -2291.387    -2306.922       15.535   312.2
0.7130        -2291.316    -2307.063       15.748   316.4
0.7140        -2291.351    -2307.212       15.862   318.7
0.7150        -2291.188    -2307.366       16.178   325.1
0.7160        -2291.230    -2307.522       16.292   327.4
0.7170        -2291.300    -2307.661       16.361   328.8
0.7180        -2291.310    -2307.777       16.468   330.9
0.7190        -2291.439    -2307.885       16.446   330.5
0.7200        -2291.475    -2307.977       16.502   331.6
0.7210        -2291.319    -2308.040       16.721   336.0
0.7220        -2291.333    -2308.084       16.751   336.6
0.7230        -2291.247    -2308.100       16.852   338.6
0.7240        -2291.246    -2308.101       16.855   338.7
0.7250        -2291.333    -2308.084       16.751   336.6
0.7260        -2291.319    -2308.043       16.724   336.1
0.7270        -2291.197    -2307.974       16.777   337.1
0.7280        -2291.167    -2307.889       16.722   336.0
0.7290        -2291.411    -2307.793       16.383   329.2
0.7300        -2291.361    -2307.694       16.334   328.2
0.7310        -2291.708    -2307.587       15.879   319.1
0.7320        -2291.787    -2307.476       15.689   315.3
0.7330        -2291.571    -2307.362       15.791   317.3
0.7340        -2291.454    -2307.243       15.789   317.3
0.7350        -2291.503    -2307.128       15.625   314.0
0.7360        -2291.352    -2307.027       15.674   315.0
0.7370        -2291.341    -2306.935       15.594   313.4
0.7380        -2291.372    -2306.856       15.484   311.2
0.7390        -2291.458    -2306.784       15.326   308.0
0.7400        -2291.508    -2306.719       15.211   305.7
0.7410        -2291.739    -2306.673       14.934   300.1
0.7420        -2291.827    -2306.634       14.807   297.5
0.7430        -2291.655    -2306.617       14.963   300.7
0.7440        -2291.791    -2306.627       14.836   298.1
0.7450        -2291.927    -2306.651       14.724   295.9
0.7460        -2291.795    -2306.679       14.884   299.1
0.7470        -2291.774    -2306.703       14.929   300.0
0.7480        -2291.837    -2306.729       14.892   299.2
0.7490        -2291.926    -2306.756       14.830   298.0
0.7500        -2291.536    -2306.790       15.254   306.5
0.7510        -2291.433    -2306.818       15.385   309.2
0.7520        -2291.468    -2306.840       15.372   308.9
0.7530        -2291.451    -2306.864       15.413   309.7
0.7540        -2291.550    -2306.888       15.339   308.2
0.7550        -2291.424    -2306.916       15.492   311.3
0.7560        -2291.311    -2306.945       15.634   314.2
0.7570        -2291.177    -2306.973       15.796   317.4
0.7580        -2291.268    -2306.994       15.726   316.0
0.7590        -2291.291    -2307.019       15.728   316.0
0.7600        -2291.351    -2307.032       15.681   315.1
0.7610        -2291.390    -2307.044       15.655   314.6
0.7620        -2291.266    -2307.067       15.801   317.5
0.7630        -2291.280    -2307.083       15.803   317.6
0.7640        -2291.414    -2307.105       15.691   315.3
0.7650        -2291.506    -2307.123       15.618   313.8
0.7660        -2291.417    -2307.131       15.714   315.8
0.7670        -2291.306    -2307.120       15.814   317.8
0.7680        -2291.390    -2307.085       15.695   315.4
0.7690        -2291.326    -2307.046       15.720   315.9
0.7700        -2291.388    -2306.998       15.609   313.7
0.7710        -2291.649    -2306.933       15.284   307.1
0.7720        -2291.584    -2306.860       15.275   307.0
0.7730        -2291.611    -2306.784       15.173   304.9
0.7740        -2291.676    -2306.707       15.030   302.0
